,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
5012,29.0,25.4,34.1,30.7,10.45,11.2,0.0,19.4,43.2,288.0,2.36,0,1064,0.8978045395707493,-0.4403941515576185,-0.7696512379049324,0.6384645424699833,2020,0.9876883405951378,0.15643446504023092,-0.9998476951563913,-0.017452406437283498,0,1,0,0,0,0,0,0,0,0
5013,28.4,24.6,32.5,29.7,10.27,7.6,0.0,14.5,47.5,296.0,2.14,0,1065,0.7907757369377143,-0.6121059825476426,-0.7587581226927923,0.6513724827222206,2020,0.9876883405951378,0.15643446504023092,-0.9998476951563913,-0.017452406437283498,0,1,0,0,0,0,0,0,0,0
5014,28.6,24.3,34.1,28.9,5.37,15.8,0.0,11.8,40.0,284.0,1.36,0,1066,0.6513724827222477,-0.758758122692769,-0.7476485528478093,0.6640946027672388,2020,0.9876883405951378,0.15643446504023092,-0.999914327574007,-0.013089595571344698,0,1,0,0,0,0,0,0,0,0
5015,32.7,25.2,37.7,30.0,17.48,1.6,0.0,20.0,58.0,280.0,3.98,0,1067,0.4853019625310926,-0.8743466161445757,-0.7363256976511965,0.6766272733037583,2020,0.9883615104677607,0.1521233861899168,-0.999914327574007,-0.013089595571344698,0,1,0,0,0,0,0,0,0,0
5016,30.8,24.7,35.2,29.1,13.9,2.0,0.0,20.3,52.6,280.0,3.18,0,1068,0.29936312297337825,-0.9541392564000425,-0.7247927872291203,0.6889669190756862,2020,0.9883615104677607,0.1521233861899168,-0.9999619230641713,-0.008726535498373576,0,1,0,0,0,0,0,0,0,0
5017,31.6,25.0,36.5,29.7,14.84,4.3,0.0,16.0,40.3,291.0,3.28,0,1069,0.10116832198746133,-0.9948693233918922,-0.7130531116312221,0.7011100198920509,2020,0.9890158633619168,0.14780941112961077,-0.9999619230641713,-0.008726535498373576,0,1,0,0,0,0,0,0,0,0
5018,30.4,24.9,35.8,30.7,12.89,6.4,0.0,11.7,31.3,287.0,2.8,0,1070,-0.10116832198742332,-0.994869323391896,-0.7011100198920531,0.7130531116312198,2020,0.9890158633619168,0.14780941112961077,-0.9999904807207345,-0.004363309284746483,0,1,0,0,0,0,0,0,0,0
5019,30.4,25.2,35.9,30.5,7.24,29.2,0.0,12.9,32.0,287.0,1.89,0,1071,-0.2993631229733418,-0.9541392564000539,-0.6889669190756859,0.7247927872291207,2020,0.9890158633619168,0.14780941112961077,-0.9999904807207345,-0.004363309284746483,0,1,0,0,0,0,0,0,0,0
5020,29.7,25.0,35.2,30.9,11.73,12.6,0.0,11.2,35.3,275.0,2.59,0,1072,-0.4853019625310592,-0.8743466161445942,-0.676627273303758,0.7363256976511967,2020,0.9896513868196702,0.1434926219911793,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,0,0
5021,32.6,25.1,38.9,30.2,13.17,16.0,0.0,11.4,34.9,264.0,2.86,0,1073,-0.6513724827221972,-0.7587581226928124,-0.6640946027672411,0.7476485528478072,2020,0.9896513868196702,0.1434926219911793,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,0,0
5022,32.5,25.0,39.2,30.1,13.33,19.2,0.0,7.3,26.6,228.0,2.9,0,1074,-0.7907757369376909,-0.6121059825476728,-0.651372482722223,0.7587581226927902,2020,0.9902680687415703,0.1391731009600657,-0.9999904807207345,0.004363309284747004,0,1,0,0,0,0,0,0,0,0
5023,33.1,24.7,39.2,30.4,16.82,9.2,0.0,13.3,46.4,264.0,3.67,0,1075,-0.8978045395707326,-0.4403941515576528,-0.638464542469983,0.7696512379049327,2020,0.9902680687415703,0.1391731009600657,-0.9999904807207345,0.004363309284747004,0,1,0,0,0,0,0,0,0,0
5024,31.6,24.8,35.6,29.9,14.25,6.7,0.0,13.8,31.3,264.0,3.29,0,1076,-0.9680771188661971,-0.2506525322587483,-0.6253744643216378,0.7803247909520911,2020,0.9908658973868822,0.13485093027372308,-0.9999619230641713,0.008726535498374096,0,1,0,0,0,0,0,0,0,0
5025,30.6,24.5,35.6,29.3,14.61,13.6,0.0,12.3,41.0,257.0,3.09,0,1077,-0.998716507171051,-0.05064916883874937,-0.6121059825476652,0.7907757369376966,2020,0.9908658973868822,0.13485093027372308,-0.9999619230641713,0.008726535498374096,0,1,0,0,0,0,0,0,0,0
5026,32.4,24.2,38.4,28.4,22.06,0.7,0.0,13.7,38.5,262.0,4.82,0,1078,-0.9884683243281096,0.15142777750458863,-0.5986628823126161,0.8010010944693838,2020,0.9914448613738104,0.1305261922200517,-0.999914327574007,0.01308959557134433,0,1,0,0,0,0,0,0,0,0
5027,32.4,23.9,38.6,28.4,22.76,3.5,0.0,14.7,33.1,270.0,4.7,0,1079,-0.9377521321470791,0.3473052528448241,-0.5850489985953073,0.8109979465095014,2020,0.9914448613738104,0.1305261922200517,-0.999914327574007,0.01308959557134433,0,1,0,0,0,0,0,0,0,0
5028,30.0,24.9,35.0,30.2,12.34,6.7,0.0,13.2,42.1,264.0,2.75,0,1080,-0.848644257494753,0.528964010326959,-0.5712682150947935,0.8207634412072755,2020,0.992004949679715,0.12619896913582973,-0.9998476951563913,0.01745240643728313,0,1,0,0,0,0,0,0,0,0
5029,31.5,24.4,37.4,29.4,18.9,3.4,0.0,14.4,31.7,270.0,4.0,0,1081,-0.7247927872291086,0.6889669190756985,-0.5573244631224362,0.8302947927123765,2020,0.992004949679715,0.12619896913582973,-0.9998476951563913,0.01745240643728313,0,1,0,0,0,0,0,0,0,0
5030,33.8,24.1,41.6,28.8,21.62,5.4,0.0,7.4,29.5,196.0,4.61,0,1082,-0.5712682150947854,0.8207634412072812,-0.5432217204804202,0.839589281969638,2020,0.992546151641322,0.12186934340514749,-0.9997620270799091,0.021814885034561356,0,1,0,0,0,0,0,0,0,0
5031,32.9,24.8,40.5,30.0,20.44,15.9,0.0,7.5,27.7,242.0,4.3,0,1083,-0.3943558551133182,0.9189578116202308,-0.5289640103269624,0.8486442574947509,2020,0.992546151641322,0.12186934340514749,-0.9997620270799091,0.021814885034561356,0,1,0,0,0,0,0,0,0,0
5032,33.1,25.0,40.6,30.6,17.65,13.9,0.0,10.9,24.8,196.0,3.8,0,1084,-0.20129852008866758,0.9795299412524929,-0.5145554000286303,0.8574571361306501,2020,0.9930684569549263,0.1175373974578377,-0.9996573249755573,0.026176948307873114,0,1,0,0,0,0,0,0,0,0
5033,32.5,25.2,38.5,31.0,16.19,3.4,0.0,10.7,32.8,270.0,3.57,0,1085,1.2743754478771533e-14,1.0,-0.5000000000000001,0.8660254037844386,2020,0.9930684569549263,0.1175373974578377,-0.9996573249755573,0.026176948307873114,0,1,0,0,0,0,0,0,0,0
5034,33.4,25.7,40.1,31.3,22.29,2.4,0.0,10.9,34.6,271.0,4.83,0,1086,0.2012985200886647,0.9795299412524936,-0.48530196253108276,0.8743466161445812,2020,0.9935718556765875,0.11320321376790661,-0.999533590836713,0.030538513209822354,0,1,0,0,0,0,0,0,0,0
5035,32.5,25.7,38.4,31.5,15.83,5.7,0.0,11.8,36.0,274.0,3.47,0,1087,0.39435585511331556,0.9189578116202319,-0.47046548060275584,0.882418399378219,2020,0.9935718556765875,0.11320321376790661,-0.999533590836713,0.030538513209822354,0,1,0,0,0,0,0,0,0,0
5036,31.6,25.3,37.1,30.6,13.41,16.1,0.0,10.2,30.2,270.0,2.96,0,1088,0.5712682150948063,0.8207634412072665,-0.45549478669063276,0.8902384508083522,2020,0.9940563382223196,0.10886687485196474,-0.9993908270190958,0.03489949670250128,0,1,0,0,0,0,0,0,0,0
5037,32.5,25.4,37.4,30.5,13.4,14.9,0.0,12.3,38.2,270.0,3.04,0,1089,0.7247927872291262,0.68896691907568,-0.44039415155763467,0.8978045395707415,2020,0.9940563382223196,0.10886687485196474,-0.9993908270190958,0.03489949670250128,0,1,0,0,0,0,0,0,0,0
5038,28.5,24.4,34.2,29.7,7.55,12.9,0.0,11.8,35.6,276.0,1.75,0,1090,0.8486442574947515,0.5289640103269616,-0.4251678830356428,0.9051145072503203,2020,0.9945218953682733,0.10452846326765346,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
5039,30.5,24.8,35.0,30.1,14.89,6.5,0.0,16.1,40.3,271.0,3.23,0,1095,0.8978045395707464,-0.4403941515576247,-0.3473052528448211,0.9377521321470802,2021,0.9945218953682733,0.10452846326765346,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
5040,31.3,25.0,37.4,30.0,9.17,0.5,0.0,9.2,24.8,285.0,2.2,0,1096,0.7907757369376927,-0.6121059825476705,-0.331417568218635,0.9434841787099805,2021,0.9949685182509117,0.10018806161207654,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
5041,32.1,25.3,37.1,30.9,15.52,18.5,0.0,9.2,29.5,259.0,3.46,0,1097,0.6513724827222209,-0.758758122692792,-0.31543533848525646,0.9489470729364687,2021,0.9949685182509117,0.10018806161207654,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
5042,31.3,24.8,37.3,30.2,14.89,16.9,0.0,12.4,30.6,258.0,3.26,0,1098,0.4853019625310866,-0.874346616144579,-0.2993631229733607,0.954139256400048,2021,0.9953961983671787,0.09584575252022406,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
5043,29.5,24.8,35.1,30.3,15.78,15.9,0.0,12.6,29.2,292.0,3.19,0,1099,0.2993631229733446,-0.954139256400053,-0.2832055066823052,0.9590592479012018,2021,0.9953961983671787,0.09584575252022406,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5044,30.5,24.8,36.0,30.4,13.33,5.4,0.0,14.0,34.2,284.0,2.88,0,1100,0.10116832198742623,-0.9948693233918957,-0.26696709897415116,0.963705643889941,2021,0.9958049275746618,0.09150161866340252,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5045,29.4,24.8,34.2,30.2,6.74,12.5,0.0,10.0,24.5,281.0,1.69,0,1101,-0.10116832198743014,-0.9948693233918954,-0.25065253225872186,0.968077118866204,2021,0.9958049275746618,0.09150161866340252,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5046,30.6,25.3,36.7,31.1,19.57,2.3,0.0,11.5,31.0,288.0,4.05,0,1102,-0.29936312297334833,-0.9541392564000519,-0.23426646067208526,0.9721724257579899,2021,0.9961946980917455,0.08715574274765814,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5047,30.0,25.2,35.5,30.5,11.82,27.4,0.0,12.5,28.8,288.0,2.54,0,1103,-0.48530196253109004,-0.8743466161445771,-0.21781355874885303,0.975990396277115,2021,0.9961946980917455,0.08715574274765814,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5048,31.6,24.6,36.5,29.8,12.77,24.9,0.0,11.5,25.6,270.0,2.85,0,1104,-0.6513724827222239,-0.7587581226927894,-0.2012985200886599,0.9795299412524945,2021,0.9965655024977614,0.08280820751220458,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5049,31.1,24.9,36.4,30.2,12.28,22.0,0.0,9.0,33.5,279.0,2.78,0,1105,-0.7907757369376951,-0.6121059825476673,-0.18472605601719097,0.9827900509408577,2021,0.9965655024977614,0.08280820751220458,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5050,30.4,24.6,35.4,29.7,10.27,11.0,0.0,11.6,34.6,278.0,2.35,0,1106,-0.8978045395707356,-0.44039415155764666,-0.16810089424215166,0.9857697953148031,2021,0.996917333733128,0.078459095727845,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5051,29.7,24.8,34.4,29.6,8.55,8.2,0.0,11.1,34.2,289.0,2.02,0,1107,-0.968077118866206,-0.25065253225871414,-0.15142777750457495,0.9884683243281117,2021,0.996917333733128,0.078459095727845,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5052,28.8,25.2,33.7,30.5,7.15,6.5,0.0,12.0,23.4,281.0,1.75,0,1108,-0.9987165071710528,-0.05064916883871413,-0.13471146222586108,0.9908848681582388,2021,0.9972501850994857,0.07410849019539913,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5053,31.2,24.9,36.8,30.0,17.47,0.3,0.0,9.2,24.8,278.0,3.74,0,1109,-0.9884683243281128,0.15142777750456732,-0.11795671715084796,0.9930187374259334,2021,0.9972501850994857,0.07410849019539913,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5054,33.0,24.0,38.9,28.8,22.22,0.6,0.0,9.1,25.6,230.0,4.79,0,1110,-0.9377521321470766,0.34730525284483055,-0.10116832198743245,0.9948693233918952,2021,0.9975640502598242,0.06975647374412546,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5055,31.2,24.4,36.3,30.2,15.1,4.4,0.0,10.7,29.9,305.0,3.28,0,1111,-0.8486442574947494,0.5289640103269649,-0.08435106604304345,0.9964360981304331,2021,0.9975640502598242,0.06975647374412546,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5056,29.7,25.0,34.2,30.1,12.59,8.6,0.0,13.5,38.2,291.0,2.69,0,1112,-0.7247927872291234,0.6889669190756829,-0.06750974685836574,0.9977186146800707,2021,0.9978589232386035,0.06540312923014305,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5057,27.8,24.0,32.3,28.3,9.83,7.1,0.0,15.0,37.4,278.0,2.15,0,1113,-0.5712682150948031,0.8207634412072689,-0.05064916883871499,0.9987165071710526,2021,0.9978589232386035,0.06540312923014305,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5058,28.7,24.2,33.2,29.6,14.05,12.7,0.0,14.8,32.0,303.0,2.81,0,1114,-0.39435585511331195,0.9189578116202335,-0.03377414188346874,0.999429490929718,2021,0.9978589232386035,0.06540312923014305,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5059,28.5,25.2,33.7,30.9,9.49,10.1,0.0,9.9,22.0,287.0,2.05,0,1115,-0.20129852008866084,0.9795299412524944,-0.01688948001392998,0.9998573625597098,2021,0.9981347984218669,0.06104853953485691,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5060,29.5,25.0,34.6,30.9,14.17,3.0,0.0,12.8,28.8,300.0,3.04,0,1116,-8.817456953860943e-15,1.0,-7.347880794884119e-16,1.0,2021,0.9981347984218669,0.06104853953485691,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5061,30.7,24.2,37.4,29.4,18.69,8.5,0.0,10.9,27.7,300.0,3.89,0,1117,0.20129852008864357,0.9795299412524979,0.016889480013928513,0.9998573625597099,2021,0.9983916705573488,0.05669278756337759,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5062,26.7,24.6,32.7,30.4,10.73,17.8,0.0,12.0,27.0,307.0,2.17,0,1118,0.39435585511332183,0.9189578116202293,0.03377414188346727,0.9994294909297181,2021,0.9983916705573488,0.05669278756337759,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5063,31.9,24.1,38.6,29.2,20.81,7.1,0.0,9.7,25.2,272.0,4.33,0,1119,0.5712682150947885,0.8207634412072788,0.050649168838713524,0.9987165071710528,2021,0.9983916705573488,0.05669278756337759,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5064,31.1,25.1,37.5,30.4,14.74,21.5,0.0,13.9,34.9,160.9291277258567,3.08,0,1120,0.7247927872291113,0.6889669190756956,0.06750974685836426,0.9977186146800708,2021,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5065,29.1,24.2,33.7,29.3,9.62,25.8,0.0,15.8,38.9,273.0,2.22,0,1121,0.8486442574947551,0.5289640103269557,0.08435106604304553,0.9964360981304329,2021,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5066,28.5,24.1,33.7,28.8,11.09,14.1,0.0,14.3,38.5,278.0,2.37,0,1122,0.9377521321470804,0.34730525284482044,0.10116832198743099,0.9948693233918953,2021,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5067,29.0,24.4,34.4,29.1,8.88,10.5,0.0,12.9,40.3,277.0,1.94,0,1123,0.9884683243281102,0.15142777750458475,0.1179567171508465,0.9930187374259336,2021,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5068,27.8,24.1,33.4,28.9,8.88,13.1,0.0,8.4,34.9,273.0,1.87,0,1124,0.9987165071710536,-0.050649168838696516,0.13471146222585964,0.9908848681582391,2021,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5069,28.9,24.4,34.1,29.6,14.36,8.5,0.0,14.0,42.1,267.0,2.93,0,1125,0.9680771188662033,-0.2506525322587246,0.151427777504577,0.9884683243281114,2021,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5070,30.8,25.0,36.7,30.2,20.92,1.9,0.0,16.8,41.0,286.0,4.25,0,1125,0.9680771188662033,-0.2506525322587246,0.151427777504577,0.9884683243281114,2021,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5071,30.2,24.7,36.4,29.9,17.8,4.2,0.0,18.4,43.9,290.0,3.5,0,1126,0.8978045395707434,-0.44039415155763084,0.1681008942421467,0.985769795314804,2021,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5072,28.1,24.2,33.4,28.9,8.14,19.0,0.0,11.6,37.4,284.0,1.78,0,1127,0.7907757369377059,-0.6121059825476535,0.1847260560171895,0.9827900509408579,2021,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5073,29.0,24.3,34.7,28.8,15.34,10.1,0.0,21.0,43.6,296.0,2.92,0,1128,0.6513724827222374,-0.7587581226927779,0.20129852008865845,0.9795299412524948,2021,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
5074,29.5,24.5,34.1,29.1,15.61,7.3,0.0,17.1,41.0,300.0,3.16,0,1129,0.4853019625310806,-0.8743466161445823,0.21781355874885158,0.9759903962771153,2021,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5075,29.0,24.8,33.9,29.8,15.96,6.2,0.0,16.3,41.0,305.0,3.2,0,1130,0.29936312297336515,-0.9541392564000466,0.23426646067208037,0.972172425757991,2021,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5076,28.8,25.0,33.4,30.3,14.52,20.9,0.0,18.4,47.5,298.0,2.8,0,1131,0.10116832198744768,-0.9948693233918936,0.2506525322587204,0.9680771188662043,2021,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5077,29.3,24.2,34.7,29.9,11.29,17.2,0.0,15.3,38.5,295.0,2.36,0,1132,-0.10116832198743696,-0.9948693233918947,0.2669670989741532,0.9637056438899404,2021,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5078,30.2,24.1,36.6,29.8,14.7,5.0,0.0,13.9,38.9,292.0,3.04,0,1133,-0.2993631229733549,-0.9541392564000498,0.2832055066823038,0.9590592479012022,2021,0.9993908270190958,0.03489949670250108,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5079,30.4,25.0,37.2,30.6,16.12,2.9,0.0,11.8,41.8,289.0,3.38,0,1134,-0.48530196253107116,-0.8743466161445875,0.29936312297335593,0.9541392564000495,2021,0.9993908270190958,0.03489949670250108,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5080,32.5,24.5,37.9,30.0,22.26,2.8,0.0,15.1,34.2,289.0,4.63,0,1135,-0.6513724827222076,-0.7587581226928035,0.31543533848525507,0.9489470729364692,2021,0.9993908270190958,0.03489949670250108,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
5081,30.7,24.8,37.7,30.4,14.7,10.4,0.0,13.7,31.7,304.0,3.14,0,1136,-0.7907757369376992,-0.612105982547662,0.331417568218637,0.9434841787099798,2021,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5082,30.4,25.0,35.9,30.8,16.22,2.8,0.0,13.1,29.9,302.0,3.36,0,1137,-0.8978045395707386,-0.4403941515576405,0.3473052528448197,0.9377521321470806,2021,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5083,30.6,25.4,36.4,31.3,11.95,9.5,0.0,11.3,27.7,295.0,2.58,0,1138,-0.9680771188662005,-0.250652532258735,0.3630938600064723,0.9317525684566693,2021,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5084,31.2,24.7,37.3,29.9,15.57,3.8,0.0,11.9,31.0,293.0,3.26,0,1139,-0.9987165071710516,-0.050649168838735666,0.3787788856105754,0.9254871991635598,2021,0.9995335908367129,0.03053851320982282,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5085,28.1,24.7,35.0,30.5,13.2,19.4,0.0,8.8,26.3,291.0,2.67,0,1140,-0.9884683243281118,0.1514277775045741,0.39435585511331944,0.9189578116202303,2021,0.9995335908367129,0.03053851320982282,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
5086,29.2,24.3,35.9,29.7,12.65,9.4,0.0,8.5,33.1,292.0,2.68,0,1141,-0.9377521321470842,0.34730525284481034,0.4098203247965867,0.9121662684969337,2021,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5087,30.2,24.2,35.9,29.1,13.68,13.7,0.0,16.8,34.2,290.0,2.85,0,1142,-0.8486442574947608,0.5289640103269466,0.42516788303563824,0.9051145072503224,2021,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5088,27.3,23.9,32.7,28.7,5.13,21.7,0.0,12.1,28.1,287.0,1.24,0,1143,-0.7247927872291188,0.6889669190756879,0.4403941515576334,0.8978045395707421,2021,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
5089,28.6,24.1,34.0,29.2,9.08,16.3,0.0,13.5,35.3,283.0,1.91,0,1144,-0.5712682150947974,0.8207634412072727,0.4554947866906346,0.8902384508083513,2021,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5090,30.2,24.6,36.3,29.7,17.59,4.3,0.0,11.5,28.8,281.0,3.57,0,1145,-0.3943558551133317,0.9189578116202249,0.4704654806027545,0.8824183993782196,2021,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5091,31.5,24.6,37.9,30.1,18.29,3.9,0.0,12.6,28.4,277.0,3.81,0,1146,-0.20129852008868196,0.97952994125249,0.4853019625310784,0.8743466161445836,2021,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5092,32.6,24.5,39.2,29.6,20.33,5.6,0.0,15.3,37.4,280.0,4.35,0,1147,-1.9569589560894117e-15,1.0,0.49999999999999883,0.8660254037844393,2021,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
5093,31.3,24.2,35.2,28.1,11.74,6.5,0.0,14.3,38.2,276.0,2.72,0,1148,0.2012985200886503,0.9795299412524965,0.5145554000286291,0.8574571361306509,2021,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5094,28.8,24.4,34.6,29.3,10.68,28.1,0.0,14.4,42.5,301.0,2.26,0,1149,0.394355855113302,0.9189578116202377,0.5289640103269612,0.8486442574947517,2021,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5095,28.9,23.5,34.1,28.4,9.2,20.0,0.0,10.4,35.6,269.0,2.02,0,1150,0.5712682150947709,0.8207634412072912,0.543221720480416,0.8395892819696407,2021,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
5096,32.0,24.0,39.3,29.0,21.28,1.6,0.0,10.6,31.7,310.0,4.46,0,1151,0.7247927872291161,0.6889669190756906,0.557324463122435,0.8302947927123773,2021,0.9995335908367129,0.03053851320982282,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
5097,32.7,25.5,40.4,31.2,21.05,2.7,0.0,8.2,32.4,218.0,4.52,0,1152,0.8486442574947437,0.528964010326974,0.5712682150947923,0.8207634412072763,2021,0.9995335908367129,0.03053851320982282,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
5098,33.0,25.5,40.8,30.6,20.67,7.1,0.0,9.8,28.1,265.0,4.46,0,1155,0.9987165071710533,-0.05064916883870337,0.6121059825476612,0.7907757369376998,2021,0.9995335908367129,0.03053851320982282,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
5099,30.9,24.9,37.0,30.4,18.18,7.3,0.0,11.1,32.0,160.9291277258567,3.74,0,1156,0.9680771188662086,-0.2506525322587037,0.6253744643216367,0.780324790952092,2021,0.9995335908367129,0.03053851320982282,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
5100,30.8,24.9,37.7,30.6,18.62,12.5,0.0,11.5,29.9,292.0,3.78,0,1157,0.8978045395707529,-0.44039415155761147,0.6384645424699819,0.7696512379049336,2021,0.9995335908367129,0.03053851320982282,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
5101,31.9,25.1,39.1,31.0,15.91,9.6,0.0,9.5,24.5,278.0,3.38,0,1158,0.7907757369377016,-0.6121059825476589,0.6513724827222219,0.7587581226927912,2021,0.9995335908367129,0.03053851320982282,-0.9993908270190958,0.03489949670250128,0,1,0,0,0,0,0,0,0,0
